pathway	pval	padj	log2err	ES	NES	size	leadingEdge
FATTY ACYL-COA BIOSYNTHESIS%REACTOME%R-HSA-75105.6	0.002624923229950462	0.3177040664982459	0.4317076958033464	0.46023295800235964	1.8878613862417373	28	
NEGATIVE CHEMOTAXIS%GOBP%GO:0050919	0.00506906754483554	0.34666081706690616	0.40701791892395395	0.5841022075591851	1.8857148582875443	13	
POSITIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030194	0.002875925546504114	0.3177040664982459	0.4317076958033464	0.5379662457422176	1.8825327461356296	16	
POSITIVE REGULATION OF COAGULATION%GOBP%GO:0050820	0.002875925546504114	0.3177040664982459	0.4317076958033464	0.5379662457422176	1.8825327461356296	16	
POSITIVE REGULATION OF HEMOSTASIS%GOBP%GO:1900048	0.002875925546504114	0.3177040664982459	0.4317076958033464	0.5379662457422176	1.8825327461356296	16	
DECTIN-1 MEDIATED NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5607761.1	7.270123208017889e-4	0.17575786265644408	0.47727081536286214	0.37589886550248347	1.8806716630285587	58	
NIK-->NONCANONICAL NF-KB SIGNALING%REACTOME%R-HSA-5676590.1	9.10129673475369e-4	0.17992158825682372	0.47727081536286214	0.3770575171710756	1.8803020528038543	57	
SIGNALING BY ROBO RECEPTORS%REACTOME DATABASE ID RELEASE 75%376176	2.534482737488023e-5	0.015099180908584897	0.5756102610711286	0.30065094332008707	1.8726041129061473	181	
STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002223	3.1268276312888197e-4	0.10227178768142901	0.49849310876659025	0.3399604078813732	1.8722870400013172	90	
INFLUENZA INFECTION%REACTOME DATABASE ID RELEASE 75%168255	5.16799222298005e-5	0.024630650934722918	0.557332238758646	0.31205668583453644	1.8689585614432354	146	
SNORNA PROCESSING%GOBP%GO:0043144	0.003094950067281	0.3225123139071435	0.4317076958033464	0.5996689864057179	1.8686092040084885	12	
REGULATION OF INTEGRIN-MEDIATED SIGNALING PATHWAY%GOBP%GO:2001044	0.00397575844111804	0.33320485115799364	0.40701791892395395	0.633319307523944	1.865019591674727	10	
C-TYPE LECTIN RECEPTORS (CLRS)%REACTOME DATABASE ID RELEASE 75%5621481	1.0841210503255331e-4	0.04521055810120054	0.5384340963099162	0.32701279106759695	1.8520188102170467	116	
REGULATION OF STEM CELL POPULATION MAINTENANCE%GOBP%GO:2000036	0.006793216959016429	0.39586807136358315	0.40701791892395395	0.5713810878512344	1.8446460108548688	13	
RRNA PROCESSING%REACTOME DATABASE ID RELEASE 75%72312	3.544413346836299e-5	0.01910358253653471	0.557332238758646	0.2916640270522916	1.837771279136776	191	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	0.0021486328424346534	0.2778398794159105	0.4317076958033464	0.3785123879548126	1.8368449502208712	51	
RESPONSE TO UV-C%GOBP%GO:0010225	0.005336796774349426	0.3519937578181576	0.40701791892395395	0.6234183411476135	1.8358628992306536	10	
OXYGEN-DEPENDENT PROLINE HYDROXYLATION OF HYPOXIA-INDUCIBLE FACTOR ALPHA%REACTOME%R-HSA-1234176.2	0.0012478717504629923	0.21683071530701223	0.45505986738722953	0.3634874375423258	1.8348273127442023	61	
MITOCHONDRION LOCALIZATION%GOBP%GO:0051646	0.003139722892421172	0.3225123139071435	0.4317076958033464	0.46118792456886337	1.8336468285499927	25	
REGULATION OF DNA DUPLEX UNWINDING%GOBP%GO:1905462	0.0033005440061025155	0.3317814018070165	0.4317076958033464	0.7945296864576384	1.8330170518023867	5	
DEGRADATION OF GLI2 BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 75%5610783	0.0014833077953234027	0.23247113258782337	0.45505986738722953	0.36624855663021594	1.8185486467146386	56	
GLI3 IS PROCESSED TO GLI3R BY THE PROTEASOME%REACTOME DATABASE ID RELEASE 75%5610785	0.0014833077953234027	0.23247113258782337	0.45505986738722953	0.36624855663021594	1.8185486467146386	56	
SCF(SKP2)-MEDIATED DEGRADATION OF P27 P21%REACTOME DATABASE ID RELEASE 75%187577	0.00276398872747195	0.3177040664982459	0.4317076958033464	0.35998481078265615	1.8180303178001695	59	
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL PROLIFERATION%GOBP%GO:2000564	0.004512102530730873	0.33320485115799364	0.40701791892395395	0.746248785164368	1.8179059640102302	6	
VIF-MEDIATED DEGRADATION OF APOBEC3G%REACTOME DATABASE ID RELEASE 75%180585	0.0025955397609584785	0.3177040664982459	0.4317076958033464	0.3744257746936095	1.8170134330203225	51	
AMINO ACID AND DERIVATIVE METABOLISM%REACTOME DATABASE ID RELEASE 75%71291	8.056419012532503e-6	0.007224256934947773	0.5933254763964051	0.273716105837555	1.813885700485151	267	
HEDGEHOG LIGAND BIOGENESIS%REACTOME%R-HSA-5358346.1	0.0015560386127780395	0.23689254368800625	0.45505986738722953	0.3676977382481949	1.812439918412234	55	
NCRNA 3'-END PROCESSING%GOBP%GO:0043628	0.0049539753110469835	0.3455486898556435	0.40701791892395395	0.4143828017823476	1.8099899289285861	35	
MITOCHONDRION DISTRIBUTION%GOBP%GO:0048311	0.007253921834839074	0.4079576920501766	0.40701791892395395	0.6674693055475998	1.8094758013677885	8	
METABOLISM OF POLYAMINES%REACTOME DATABASE ID RELEASE 75%351202	0.0030024686441933288	0.3225123139071435	0.4317076958033464	0.36998097916444406	1.807021222590312	53	
APOPTOTIC NUCLEAR CHANGES%GOBP%GO:0030262	0.007995568948071973	0.4297802054107452	0.3807304007227924	0.49777311819605263	1.7884410122924264	18	
HH MUTANTS ABROGATE LIGAND SECRETION%REACTOME DATABASE ID RELEASE 75%5387390	0.0034142315611544968	0.3317814018070165	0.4317076958033464	0.3659310083625695	1.787240791697929	53	
HH MUTANTS ARE DEGRADED BY ERAD%REACTOME%R-HSA-5362768.2	0.0034142315611544968	0.3317814018070165	0.4317076958033464	0.3659310083625695	1.787240791697929	53	
ACTIVATION OF NF-KAPPAB IN B CELLS%REACTOME%R-HSA-1169091.1	0.001963501144864415	0.2684685458810107	0.4317076958033464	0.3469499480251072	1.7868268710070214	65	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MITOCHONDRIAL MEMBRANE%GOBP%GO:0090151	0.007443673619347846	0.41251874004442735	0.40701791892395395	0.510266807907631	1.7856026893042491	16	
DEFECTS OF FORMATION OF FIBRIN CLOT (CLOTTING CASCADE)%REACTOME DATABASE ID RELEASE 75%9651496	0.007846808463225956	0.4277536339054646	0.3807304007227924	0.6061458844427888	1.7849983988622773	10	
DISEASES OF HEMOSTASIS%REACTOME%R-HSA-9671793.2	0.007846808463225956	0.4277536339054646	0.3807304007227924	0.6061458844427888	1.7849983988622773	10	
REGULATION OF TLR BY ENDOGENOUS LIGAND%REACTOME DATABASE ID RELEASE 75%5686938	0.007846808463225956	0.4277536339054646	0.3807304007227924	0.6061074919387863	1.7848853393498205	10	
CYTOSOLIC TRNA AMINOACYLATION%REACTOME%R-HSA-379716.1	0.006034590518287489	0.37701499788596854	0.40701791892395395	0.45251657073453155	1.7839256010396984	24	
REGULATION OF CELLULAR AMINO ACID METABOLIC PROCESS%GOBP%GO:0006521	0.00501305574876001	0.3455486898556435	0.40701791892395395	0.3652296462937324	1.779480837411879	52	
RIBOSOME ASSEMBLY%GOBP%GO:0042255	0.0037587200774616973	0.33320485115799364	0.4317076958033464	0.36234475411198247	1.7697251952068587	53	
NIK/NF-KAPPAB SIGNALING%GOBP%GO:0038061	0.0015621473416270418	0.23689254368800625	0.45505986738722953	0.34243129725947724	1.7689335675449487	68	
SNORNA 3'-END PROCESSING%GOBP%GO:0031126	0.012668442895256442	0.47740032853965925	0.3807304007227924	0.575974079694812	1.7672210584561965	11	
SNORNA METABOLIC PROCESS%GOBP%GO:0016074	0.008417585511265775	0.4401684762176313	0.3807304007227924	0.5044906477575923	1.765389877226478	16	
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GOBP%GO:0006120	0.0036548193138363884	0.33320485115799364	0.4317076958033464	0.3978686638083211	1.7653461225947698	38	
COMPLEX I BIOGENESIS%REACTOME%R-HSA-6799198.1	0.003950901729497314	0.33320485115799364	0.40701791892395395	0.37194292629741843	1.7639839462424476	48	
FBXL7 DOWN-REGULATES AURKA DURING MITOTIC ENTRY AND IN EARLY MITOSIS%REACTOME%R-HSA-8854050.2	0.00589970602143694	0.3717305057117254	0.40701791892395395	0.36192085189962275	1.7633596482395228	52	
VIRAL TRANSLATION%GOBP%GO:0019081	0.007721933837278802	0.4251141199328307	0.40701791892395395	0.48211017839909437	1.7623955491074357	19	
HEDGEHOG 'ON' STATE%REACTOME DATABASE ID RELEASE 75%5632684	0.00283615034114283	0.3177040664982459	0.4317076958033464	0.3420792690517578	1.7617423880169856	65	
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377	0.0037993846840259273	0.33320485115799364	0.4317076958033464	0.39017376643339	1.7576022780302918	40	
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972	4.209959791512179e-4	0.12600727417219043	0.49849310876659025	0.3030172080812029	1.755368193124152	127	
SELECTIVE AUTOPHAGY%REACTOME DATABASE ID RELEASE 75%9663891	0.006172521825766946	0.37804449892193187	0.40701791892395395	0.3600352134206461	1.7541723942099667	52	
NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY BY REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0044387	0.008778573583873664	0.4406303386701238	0.3807304007227924	0.7199475263111074	1.7538345493816785	6	
INTERLEUKIN-1-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070498	0.0012871781586802284	0.21806817194623063	0.45505986738722953	0.31880406973866504	1.7528169796914956	89	
INTRINSIC PATHWAY OF FIBRIN CLOT FORMATION%REACTOME%R-HSA-140837.8	0.014243035789940713	0.5015223912639828	0.3807304007227924	0.5711292850269478	1.7523561132046976	11	
REGULATION OF FATTY ACID TRANSPORT%GOBP%GO:2000191	0.008166348090652151	0.4341923369997922	0.3807304007227924	0.56152064999379	1.7497364022579711	12	
POSITIVE REGULATION OF HISTONE H3-K9 METHYLATION%GOBP%GO:0051574	0.009358962339966791	0.4460893689663844	0.3807304007227924	0.7179214724572335	1.7488989629424294	6	
PLK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLK1 SIGNALING EVENTS	0.0046463664673359484	0.33320485115799364	0.40701791892395395	0.37656519217182394	1.7487792003031268	44	
REGULATION OF TOLERANCE INDUCTION%GOBP%GO:0002643	0.010294376290002486	0.4490732208093891	0.3807304007227924	0.5938458487154242	1.7487768478416386	10	
NA+ CL- DEPENDENT NEUROTRANSMITTER TRANSPORTERS%REACTOME DATABASE ID RELEASE 75%442660	0.009939351819661667	0.4490732208093891	0.3807304007227924	0.7163937772465807	1.7451774074908868	6	
GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:1901068	0.0066552848166994884	0.39367661711831264	0.40701791892395395	0.4388720605958579	1.744920712750869	25	
SYNTHESIS OF IP2, IP, AND INS IN THE CYTOSOL%REACTOME DATABASE ID RELEASE 75%1855183	0.010582326241846837	0.4522867701690781	0.3807304007227924	0.5922517192528937	1.7440824028058333	10	
TARGETING OF MRNA FOR DESTRUCTION INVOLVED IN RNA INTERFERENCE%GOBP%GO:0030423	0.006270308189561753	0.38034549421847125	0.40701791892395395	0.8199783206870674	1.7431097800289261	4	
NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME%R-HSA-975957.1	7.490873981165075e-4	0.1759933364504431	0.47727081536286214	0.307030213948161	1.7430736500703505	111	
NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.2	7.490873981165075e-4	0.1759933364504431	0.47727081536286214	0.307030213948161	1.7430736500703505	111	
REGULATION OF CELL MATURATION%GOBP%GO:1903429	0.010084449288008921	0.4490732208093891	0.3807304007227924	0.7149014085443206	1.7415419094930666	6	
SCF-BETA-TRCP MEDIATED DEGRADATION OF EMI1%REACTOME%R-HSA-174113.3	0.005138033393554289	0.3477630661982533	0.40701791892395395	0.3562704443734445	1.7400577062594162	53	
MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME DATABASE ID RELEASE 75%2129379	0.008744482035975125	0.4406303386701238	0.3807304007227924	0.5581101978357962	1.7391092021913894	12	
T CELL ACTIVATION%GOBP%GO:0042110	0.0012719155347027306	0.21806817194623063	0.45505986738722953	0.30957824806206935	1.7364165306665003	103	
POSITIVE REGULATION OF FATTY ACID TRANSPORT%GOBP%GO:2000193	0.006930333465119785	0.39586807136358315	0.40701791892395395	0.8167400723057159	1.7362259121493862	4	
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME%R-HSA-1236975.1	0.001922932628007324	0.2673036597315847	0.45505986738722953	0.31182605870027574	1.7356102552918056	95	
IRAK2 MEDIATED ACTIVATION OF TAK1 COMPLEX UPON TLR7 8 OR 9 STIMULATION%REACTOME%R-HSA-975163.1	0.009724290384865743	0.44768994211547186	0.3807304007227924	0.5248884831505232	1.7337363026888315	14	
TRAF6-MEDIATED INDUCTION OF TAK1 COMPLEX WITHIN TLR4 COMPLEX%REACTOME DATABASE ID RELEASE 75%937072	0.009724290384865743	0.44768994211547186	0.3807304007227924	0.5248884831505232	1.7337363026888315	14	
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001185	0.011339334105908897	0.45321705978853827	0.3807304007227924	0.49487992696052774	1.7317585913277147	16	
DOWNSTREAM TCR SIGNALING%REACTOME%R-HSA-202424.4	0.001294211919110175	0.21806817194623063	0.45505986738722953	0.3119617546234088	1.730985964786162	92	
CARDIAC MUSCLE TISSUE GROWTH%GOBP%GO:0055017	0.007443686874490297	0.41251874004442735	0.40701791892395395	0.8141915220645373	1.7308082044634425	4	
POSITIVE REGULATION OF DNA LIGATION%GOBP%GO:0051106	0.007591081845472033	0.4192941598156258	0.40701791892395395	0.8108251415812572	1.723651953382576	4	
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 75%69541	0.004569289208745187	0.33320485115799364	0.40701791892395395	0.3517566759574179	1.7233770580152112	54	
PURINE RIBONUCLEOSIDE METABOLIC PROCESS%GOBP%GO:0046128	0.004334660296376287	0.33320485115799364	0.40701791892395395	0.3948349956634318	1.7212775506258522	36	
REGULATION OF ATRIAL CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION%GOBP%GO:0060372	0.008328057953833382	0.43878459954656385	0.3807304007227924	0.8093579258539859	1.7205329464294703	4	
REGULATION OF CELLULAR AMINE METABOLIC PROCESS%GOBP%GO:0033238	0.0036900049023709898	0.33320485115799364	0.4317076958033464	0.34648030359050547	1.7203925470864438	56	
SNRNA TRANSPORT%GOBP%GO:0051030	0.0019444397659557462	0.2680595019496512	0.45505986738722953	0.9232116058029014	1.720245235517179	3	
REGULATION OF ACTIVATED PAK-2P34 BY PROTEASOME MEDIATED DEGRADATION%REACTOME%R-HSA-211733.1	0.005737358409826411	0.36668534725790947	0.40701791892395395	0.36189263025473684	1.7163192116264223	48	
APOPTOTIC CHROMOSOME CONDENSATION%GOBP%GO:0030263	0.009359827296818808	0.4460893689663844	0.3807304007227924	0.8042191278245643	1.709608890418852	4	
TFAP2 (AP-2) FAMILY REGULATES TRANSCRIPTION OF GROWTH FACTORS AND THEIR RECEPTORS%REACTOME DATABASE ID RELEASE 75%8866910	0.013856992798459682	0.49534557619454866	0.3807304007227924	0.6999244416590209	1.7050571366333385	6	
CELLULAR COMPONENT DISASSEMBLY INVOLVED IN EXECUTION PHASE OF APOPTOSIS%GOBP%GO:0006921	0.013148041115117446	0.48308914943011916	0.3807304007227924	0.4658686203909817	1.7030231259009445	19	
HOST-PATHOGEN INTERACTION OF HUMAN CORONA VIRUSES - AUTOPHAGY%WIKIPATHWAYS_20210210%WP4863%HOMO SAPIENS	0.01105702518522302	0.45321705978853827	0.3807304007227924	0.5453494034301483	1.6993457019647478	12	
SYNTHESIS OF VERY LONG-CHAIN FATTY ACYL-COAS%REACTOME%R-HSA-75876.5	0.013704566868297826	0.49534557619454866	0.3807304007227924	0.46484259749650636	1.6992724102688659	19	
CELLULAR RESPONSE TO HYPOXIA%REACTOME%R-HSA-1234174.2	0.003139722892421172	0.3225123139071435	0.4317076958033464	0.3288438909464153	1.6987436657590884	68	
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO HYPOXIA%GOBP%GO:0061418	0.0027862104556105926	0.3177040664982459	0.4317076958033464	0.3272024874334292	1.6939972080211452	69	
NEGATIVE REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000402	0.018086079381609253	0.5385115086479982	0.35248785758361917	0.5744387650239864	1.6916262274960963	10	
MITOCHONDRIAL RESPIRATORY CHAIN SUPERCOMPLEX ASSEMBLY%GOBP%GO:0097250	0.013903271924904675	0.49534557619454866	0.3807304007227924	0.7322381587725151	1.6893075915067965	5	
PID_IL12_2PATHWAY%MSIGDB_C2%PID_IL12_2PATHWAY	0.006598606663162019	0.3931119919578773	0.40701791892395395	0.3605418345200294	1.6891687697746636	46	
REGULATION OF DNA HELICASE ACTIVITY%GOBP%GO:1905774	0.011128579910221972	0.45321705978853827	0.3807304007227924	0.7944634370049195	1.6888702444697588	4	
REGULATION OF IRON ION TRANSPORT%GOBP%GO:0034756	0.011128579910221972	0.45321705978853827	0.3807304007227924	0.7942938294706708	1.6885096928011882	4	
BIOCARTA_CTL_PATHWAY%MSIGDB_C2%BIOCARTA_CTL_PATHWAY	0.025320378856795132	0.5947333812654403	0.35248785758361917	0.648701782581731	1.6882408037022063	7	
VPU MEDIATED DEGRADATION OF CD4%REACTOME DATABASE ID RELEASE 75%180534	0.010049585840492035	0.4490732208093891	0.3807304007227924	0.35062413318707936	1.6851538485587922	50	
ENDOSOMAL VACUOLAR PATHWAY%REACTOME DATABASE ID RELEASE 75%1236977	0.018375450527483662	0.540601217370291	0.35248785758361917	0.5722398877133885	1.6851509010450723	10	
INTERLEUKIN-1 SIGNALING%REACTOME DATABASE ID RELEASE 75%9020702	0.0013572777521100741	0.2241658433955262	0.45505986738722953	0.30318281836117755	1.685060806505261	97	
REGULATION OF RUNX3 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-8941858.1	0.006080908815598192	0.37804449892193187	0.40701791892395395	0.3438432137588273	1.6846062822640424	54	
NAD METABOLISM, SIRTUINS AND AGING%WIKIPATHWAYS_20210210%WP3630%HOMO SAPIENS	0.016639517545422883	0.5348613800867726	0.35248785758361917	0.5960929154364962	1.6801433986440306	9	
CROSS-PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS (ENDOSOMES)%REACTOME DATABASE ID RELEASE 75%1236978	0.008169866220607058	0.4341923369997922	0.3807304007227924	0.3563271078822732	1.6779997863447884	47	
GROWTH HORMONE SECRETION%GOBP%GO:0030252	0.012897336739317432	0.47740032853965925	0.3807304007227924	0.7884599349620612	1.6761080008087783	4	
POSITIVE REGULATION OF MAST CELL ACTIVATION%GOBP%GO:0033005	0.023412975224731868	0.5888236725338531	0.35248785758361917	0.6180068101425344	1.6753854577866656	8	
TCR SIGNALING%REACTOME%R-HSA-202403.5	0.0017750545980339978	0.26437219419468855	0.45505986738722953	0.2950010363080179	1.6747815354054103	111	
AUF1 (HNRNP D0) BINDS AND DESTABILIZES MRNA%REACTOME%R-HSA-450408.3	0.011309353477142925	0.45321705978853827	0.3807304007227924	0.34354642743914765	1.6738353268770907	52	
T CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002286	0.011467946591042081	0.45321705978853827	0.3807304007227924	0.4363754320207165	1.6718734413898697	23	
TRANSLATION%REACTOME%R-HSA-72766.4	2.211679196330097e-4	0.07686045973746322	0.5188480777437918	0.25087281488585844	1.671395151109659	279	
BLASTOCYST FORMATION%GOBP%GO:0001825	0.013929112864530363	0.49534557619454866	0.3807304007227924	0.7858308060839461	1.6705189990696117	4	
INTERLEUKIN-27-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070106	0.012935971974097835	0.47740032853965925	0.3807304007227924	0.535866153586956	1.6697952527292224	12	
PROTEASOME DEGRADATION%WIKIPATHWAYS_20210210%WP183%HOMO SAPIENS	0.01249910988116395	0.47740032853965925	0.3807304007227924	0.37856753534779963	1.6696975166596455	37	
